,category,customer_type,unit_price,quantity,total,payment_type,lvl_estoque_past,mean,median,min,max,std,var,day_of_week,is_weekend,hour,turn,predicao
6605,meat,non-member,8.99,2,17.98,e-wallet,0.74,1.0712881355932202,0.3,-30.78,34.35,12.082387489677242,145.98408745070913,4,no,10,morning,0.5128746927190939
6606,meat,premium,11.49,3,34.47,cash,0.12,1.0712881355932202,0.3,-30.78,34.35,12.082387489677242,145.98408745070913,4,no,10,morning,0.5131348739822491
6607,meat,premium,14.99,2,29.98,e-wallet,0.6,1.0712881355932202,0.3,-30.78,34.35,12.082387489677242,145.98408745070913,4,no,10,morning,0.5134160993645153
6608,meat,gold,11.49,1,11.49,e-wallet,0.12,1.0712881355932202,0.3,-30.78,34.35,12.082387489677242,145.98408745070913,4,no,10,morning,0.5155884334300711
6609,meat,gold,11.49,1,11.49,credit card,0.12,1.0712881355932202,0.3,-30.78,34.35,12.082387489677242,145.98408745070913,4,no,10,morning,0.5062902218164291
6610,seafood,non-member,18.49,4,73.96,debit card,0.43,1.0712881355932202,0.3,-30.78,34.35,12.082387489677242,145.98408745070913,4,no,10,morning,0.5065066091048296
6611,seafood,non-member,12.49,3,37.47,cash,0.97,1.0712881355932202,0.3,-30.78,34.35,12.082387489677242,145.98408745070913,4,no,10,morning,0.5100261330747409
6612,seafood,premium,19.19,1,19.19,debit card,0.05,1.0712881355932202,0.3,-30.78,34.35,12.082387489677242,145.98408745070913,4,no,10,morning,0.507073021042212
6613,baked goods,non-member,4.19,1,4.19,cash,0.48,1.0712881355932202,0.3,-30.78,34.35,12.082387489677242,145.98408745070913,4,no,10,morning,0.518653825496945
6614,baked goods,non-member,6.49,1,6.49,e-wallet,0.01,1.0712881355932202,0.3,-30.78,34.35,12.082387489677242,145.98408745070913,4,no,10,morning,0.5166747414817815
6615,baked goods,standard,5.49,1,5.49,debit card,0.04,1.0712881355932202,0.3,-30.78,34.35,12.082387489677242,145.98408745070913,4,no,10,morning,0.5185371589944304
6616,baked goods,non-member,7.99,1,7.99,debit card,0.01,1.0712881355932202,0.3,-30.78,34.35,12.082387489677242,145.98408745070913,4,no,10,morning,0.5151411794339905
6617,baked goods,non-member,4.19,1,4.19,debit card,0.78,1.0712881355932202,0.3,-30.78,34.35,12.082387489677242,145.98408745070913,4,no,10,morning,0.5216561744841988
6618,baked goods,standard,7.99,4,31.96,debit card,0.01,1.0712881355932202,0.3,-30.78,34.35,12.082387489677242,145.98408745070913,4,no,10,morning,0.5165068232110662
6619,baked goods,non-member,10.99,2,21.98,e-wallet,0.72,1.0712881355932202,0.3,-30.78,34.35,12.082387489677242,145.98408745070913,4,no,10,morning,0.5154905505992832
6620,baked goods,non-member,5.99,1,5.99,cash,0.67,1.0712881355932202,0.3,-30.78,34.35,12.082387489677242,145.98408745070913,4,no,10,morning,0.5176478573652608
6621,baked goods,basic,4.19,4,16.76,debit card,0.48,1.0712881355932202,0.3,-30.78,34.35,12.082387489677242,145.98408745070913,4,no,10,morning,0.5209567352612059
6622,baking,non-member,2.49,4,9.96,debit card,0.75,1.0712881355932202,0.3,-30.78,34.35,12.082387489677242,145.98408745070913,4,no,10,morning,0.5238489381149511
6623,baking,standard,8.19,1,8.19,cash,0.57,1.0712881355932202,0.3,-30.78,34.35,12.082387489677242,145.98408745070913,4,no,10,morning,0.5178959527904714
6624,snacks,non-member,0.49,2,0.98,e-wallet,0.25,1.0712881355932202,0.3,-30.78,34.35,12.082387489677242,145.98408745070913,4,no,10,morning,0.5226581127343171
6625,snacks,basic,3.19,1,3.19,debit card,0.84,1.0712881355932202,0.3,-30.78,34.35,12.082387489677242,145.98408745070913,4,no,10,morning,0.5238392721995156
6626,snacks,basic,4.99,3,14.97,credit card,0.41,1.0712881355932202,0.3,-30.78,34.35,12.082387489677242,145.98408745070913,4,no,10,morning,0.5110378455954515
6627,snacks,basic,1.19,4,4.76,debit card,0.98,1.0712881355932202,0.3,-30.78,34.35,12.082387489677242,145.98408745070913,4,no,10,morning,0.5247480951187157
6628,snacks,gold,1.49,2,2.98,e-wallet,0.44,1.0712881355932202,0.3,-30.78,34.35,12.082387489677242,145.98408745070913,4,no,10,morning,0.5301928905309164
6629,baby products,premium,14.99,4,59.96,e-wallet,0.3,1.0712881355932202,0.3,-30.78,34.35,12.082387489677242,145.98408745070913,4,no,10,morning,0.5170351409408149
6630,baby products,premium,15.19,2,30.38,cash,0.26,1.0712881355932202,0.3,-30.78,34.35,12.082387489677242,145.98408745070913,4,no,10,morning,0.5130535770042386
6631,pets,premium,11.19,4,44.76,debit card,0.69,1.0712881355932202,0.3,-30.78,34.35,12.082387489677242,145.98408745070913,4,no,10,morning,0.5194457683275178
6632,pets,basic,11.99,2,23.98,credit card,0.1,1.0712881355932202,0.3,-30.78,34.35,12.082387489677242,145.98408745070913,4,no,10,morning,0.5012763352286188
6633,personal care,non-member,6.99,4,27.96,debit card,0.84,1.0712881355932202,0.3,-30.78,34.35,12.082387489677242,145.98408745070913,4,no,10,morning,0.5202792899180994
6634,medicine,basic,20.49,1,20.49,cash,0.9,1.0712881355932202,0.3,-30.78,34.35,12.082387489677242,145.98408745070913,4,no,10,morning,0.5060956582518409
6635,medicine,gold,12.99,4,51.96,e-wallet,0.96,1.0712881355932202,0.3,-30.78,34.35,12.082387489677242,145.98408745070913,4,no,10,morning,0.5240030499068675
6636,kitchen,premium,10.49,1,10.49,e-wallet,0.95,1.0712881355932202,0.3,-30.78,34.35,12.082387489677242,145.98408745070913,4,no,10,morning,0.5207239389636328
6637,kitchen,non-member,18.99,2,37.98,e-wallet,0.5,1.0712881355932202,0.3,-30.78,34.35,12.082387489677242,145.98408745070913,4,no,10,morning,0.5059457029030431
6638,cleaning products,gold,10.99,4,43.96,e-wallet,0.39,1.0712881355932202,0.3,-30.78,34.35,12.082387489677242,145.98408745070913,4,no,10,morning,0.5291495493480932
6639,cleaning products,non-member,9.49,4,37.96,e-wallet,0.77,1.0712881355932202,0.3,-30.78,34.35,12.082387489677242,145.98408745070913,4,no,10,morning,0.5238872610920003
6640,cleaning products,basic,10.99,1,10.99,credit card,0.39,1.0712881355932202,0.3,-30.78,34.35,12.082387489677242,145.98408745070913,4,no,10,morning,0.5118945150494497
6641,cleaning products,non-member,9.49,4,37.96,cash,0.7,1.0712881355932202,0.3,-30.78,34.35,12.082387489677242,145.98408745070913,4,no,10,morning,0.5216457801257881
6642,cleaning products,gold,16.99,3,50.97,debit card,0.93,1.0712881355932202,0.3,-30.78,34.35,12.082387489677242,145.98408745070913,4,no,10,morning,0.5260683579754311
6643,cleaning products,gold,14.99,1,14.99,credit card,0.68,1.0712881355932202,0.3,-30.78,34.35,12.082387489677242,145.98408745070913,4,no,10,morning,0.515771394434768
6644,cleaning products,non-member,14.19,4,56.76,cash,0.68,1.0712881355932202,0.3,-30.78,34.35,12.082387489677242,145.98408745070913,4,no,10,morning,0.518462251338333
6645,fruit,basic,4.99,4,19.96,credit card,0.69,-1.3957432432432433,-1.17,-30.92,34.31,11.595263562025469,134.45013707283556,1,no,18,night,0.5006868338220839
6646,fruit,premium,3.99,3,11.97,cash,0.75,-1.3957432432432433,-1.17,-30.92,34.31,11.595263562025469,134.45013707283556,1,no,18,night,0.514263902013339
6647,fruit,gold,1.49,1,1.49,debit card,0.54,-1.3957432432432433,-1.17,-30.92,34.31,11.595263562025469,134.45013707283556,1,no,18,night,0.5196815461596388
6648,fruit,gold,3.99,1,3.99,credit card,0.75,-1.3957432432432433,-1.17,-30.92,34.31,11.595263562025469,134.45013707283556,1,no,18,night,0.5088856477684314
6649,fruit,basic,0.19,1,0.19,credit card,0.05,-1.3957432432432433,-1.17,-30.92,34.31,11.595263562025469,134.45013707283556,1,no,18,night,0.5032804681449362
6650,fruit,non-member,4.99,2,9.98,debit card,0.69,-1.3957432432432433,-1.17,-30.92,34.31,11.595263562025469,134.45013707283556,1,no,18,night,0.509086398899239
6651,fruit,premium,3.99,3,11.97,cash,0.47,-1.3957432432432433,-1.17,-30.92,34.31,11.595263562025469,134.45013707283556,1,no,18,night,0.5132139933733045
6652,fruit,gold,1.49,3,4.47,cash,0.54,-1.3957432432432433,-1.17,-30.92,34.31,11.595263562025469,134.45013707283556,1,no,18,night,0.516845774167872
6653,fruit,basic,0.19,2,0.38,credit card,0.05,-1.3957432432432433,-1.17,-30.92,34.31,11.595263562025469,134.45013707283556,1,no,18,night,0.502674217765706
6654,fruit,standard,4.99,2,9.98,e-wallet,0.69,-1.3957432432432433,-1.17,-30.92,34.31,11.595263562025469,134.45013707283556,1,no,18,night,0.5100847699906553
6655,fruit,standard,4.99,1,4.99,credit card,0.69,-1.3957432432432433,-1.17,-30.92,34.31,11.595263562025469,134.45013707283556,1,no,18,night,0.5009235614215518
6656,fruit,non-member,3.99,2,7.98,e-wallet,0.89,-1.3957432432432433,-1.17,-30.92,34.31,11.595263562025469,134.45013707283556,1,no,18,night,0.5107948007903449
6657,fruit,non-member,3.99,1,3.99,credit card,0.89,-1.3957432432432433,-1.17,-30.92,34.31,11.595263562025469,134.45013707283556,1,no,18,night,0.5017313520826355
6658,fruit,basic,0.19,1,0.19,cash,0.05,-1.3957432432432433,-1.17,-30.92,34.31,11.595263562025469,134.45013707283556,1,no,18,night,0.5105996759523747
6659,fruit,basic,0.49,3,1.47,e-wallet,0.36,-1.3957432432432433,-1.17,-30.92,34.31,11.595263562025469,134.45013707283556,1,no,18,night,0.5123008327455172
6660,fruit,gold,3.99,1,3.99,debit card,0.75,-1.3957432432432433,-1.17,-30.92,34.31,11.595263562025469,134.45013707283556,1,no,18,night,0.5180823024488006
6661,fruit,premium,4.49,3,13.47,debit card,0.36,-1.3957432432432433,-1.17,-30.92,34.31,11.595263562025469,134.45013707283556,1,no,18,night,0.5142994009608718
6662,vegetables,premium,0.49,4,1.96,credit card,0.51,-1.3957432432432433,-1.17,-30.92,34.31,11.595263562025469,134.45013707283556,1,no,18,night,0.5110459930766178
6663,vegetables,non-member,1.49,3,4.47,e-wallet,0.71,-1.3957432432432433,-1.17,-30.92,34.31,11.595263562025469,134.45013707283556,1,no,18,night,0.5147040892452487
6664,vegetables,standard,1.99,3,5.97,cash,0.93,-1.3957432432432433,-1.17,-30.92,34.31,11.595263562025469,134.45013707283556,1,no,18,night,0.5140672526375801
6665,vegetables,basic,4.49,3,13.47,credit card,0.73,-1.3957432432432433,-1.17,-30.92,34.31,11.595263562025469,134.45013707283556,1,no,18,night,0.5042745157375139
6666,vegetables,premium,1.49,2,2.98,debit card,0.82,-1.3957432432432433,-1.17,-30.92,34.31,11.595263562025469,134.45013707283556,1,no,18,night,0.5217019812351265
6667,vegetables,premium,1.99,3,5.97,debit card,0.93,-1.3957432432432433,-1.17,-30.92,34.31,11.595263562025469,134.45013707283556,1,no,18,night,0.5212557076075149
6668,vegetables,non-member,4.19,4,16.76,credit card,0.58,-1.3957432432432433,-1.17,-30.92,34.31,11.595263562025469,134.45013707283556,1,no,18,night,0.5026535031604751
6669,vegetables,standard,4.19,3,12.57,e-wallet,0.58,-1.3957432432432433,-1.17,-30.92,34.31,11.595263562025469,134.45013707283556,1,no,18,night,0.5130637398659145
6670,vegetables,premium,1.49,4,5.96,credit card,0.71,-1.3957432432432433,-1.17,-30.92,34.31,11.595263562025469,134.45013707283556,1,no,18,night,0.5111345373273364
6671,vegetables,premium,0.49,3,1.47,cash,0.51,-1.3957432432432433,-1.17,-30.92,34.31,11.595263562025469,134.45013707283556,1,no,18,night,0.5189421233048681
6672,vegetables,basic,1.99,1,1.99,credit card,0.49,-1.3957432432432433,-1.17,-30.92,34.31,11.595263562025469,134.45013707283556,1,no,18,night,0.5061330351873907
6673,vegetables,non-member,0.49,2,0.98,cash,0.51,-1.3957432432432433,-1.17,-30.92,34.31,11.595263562025469,134.45013707283556,1,no,18,night,0.5133112234705327
6674,vegetables,basic,4.99,2,9.98,e-wallet,0.94,-1.3957432432432433,-1.17,-30.92,34.31,11.595263562025469,134.45013707283556,1,no,18,night,0.5141175866989416
6675,vegetables,non-member,0.49,2,0.98,cash,0.51,-1.3957432432432433,-1.17,-30.92,34.31,11.595263562025469,134.45013707283556,1,no,18,night,0.5133112234705327
6676,refrigerated items,basic,5.99,2,11.98,cash,0.54,-1.3957432432432433,-1.17,-30.92,34.31,11.595263562025469,134.45013707283556,1,no,18,night,0.5057809043748948
6677,refrigerated items,non-member,6.99,2,13.98,cash,0.97,-1.3957432432432433,-1.17,-30.92,34.31,11.595263562025469,134.45013707283556,1,no,18,night,0.5054652581648482
6678,refrigerated items,premium,8.99,3,26.97,e-wallet,0.18,-1.3957432432432433,-1.17,-30.92,34.31,11.595263562025469,134.45013707283556,1,no,18,night,0.5092300579629514
6679,refrigerated items,gold,3.19,3,9.57,cash,0.8,-1.3957432432432433,-1.17,-30.92,34.31,11.595263562025469,134.45013707283556,1,no,18,night,0.5154503516609794
6680,frozen,gold,11.99,3,35.97,credit card,0.89,-1.3957432432432433,-1.17,-30.92,34.31,11.595263562025469,134.45013707283556,1,no,18,night,0.5034256575368862
6681,frozen,premium,11.49,4,45.96,e-wallet,0.76,-1.3957432432432433,-1.17,-30.92,34.31,11.595263562025469,134.45013707283556,1,no,18,night,0.5116429950482916
6682,frozen,non-member,8.19,2,16.38,debit card,0.84,-1.3957432432432433,-1.17,-30.92,34.31,11.595263562025469,134.45013707283556,1,no,18,night,0.5074645213573169
6683,frozen,premium,11.49,3,34.47,cash,0.76,-1.3957432432432433,-1.17,-30.92,34.31,11.595263562025469,134.45013707283556,1,no,18,night,0.5091655551875645
6684,frozen,gold,7.19,2,14.38,debit card,0.46,-1.3957432432432433,-1.17,-30.92,34.31,11.595263562025469,134.45013707283556,1,no,18,night,0.5145758055666061
6685,spices and herbs,standard,4.19,2,8.38,cash,0.5,-1.3957432432432433,-1.17,-30.92,34.31,11.595263562025469,134.45013707283556,1,no,18,night,0.5103505303172229
6686,spices and herbs,standard,0.49,2,0.98,cash,0.63,-1.3957432432432433,-1.17,-30.92,34.31,11.595263562025469,134.45013707283556,1,no,18,night,0.5140085556954165
6687,canned foods,premium,7.49,1,7.49,e-wallet,0.7,-1.3957432432432433,-1.17,-30.92,34.31,11.595263562025469,134.45013707283556,1,no,18,night,0.5136593355985966
6688,canned foods,basic,7.49,1,7.49,debit card,0.93,-1.3957432432432433,-1.17,-30.92,34.31,11.595263562025469,134.45013707283556,1,no,18,night,0.5092834770567816
6689,canned foods,standard,2.99,4,11.96,e-wallet,0.03,-1.3957432432432433,-1.17,-30.92,34.31,11.595263562025469,134.45013707283556,1,no,18,night,0.5091344931545139
6690,canned foods,premium,2.49,3,7.470000000000001,debit card,0.55,-1.3957432432432433,-1.17,-30.92,34.31,11.595263562025469,134.45013707283556,1,no,18,night,0.5170058725938432
6691,canned foods,standard,7.19,1,7.19,credit card,0.65,-1.3957432432432433,-1.17,-30.92,34.31,11.595263562025469,134.45013707283556,1,no,18,night,0.49914903322513404
6692,canned foods,non-member,7.49,1,7.49,credit card,0.93,-1.3957432432432433,-1.17,-30.92,34.31,11.595263562025469,134.45013707283556,1,no,18,night,0.4990157266841212
6693,canned foods,premium,2.49,3,7.470000000000001,e-wallet,0.55,-1.3957432432432433,-1.17,-30.92,34.31,11.595263562025469,134.45013707283556,1,no,18,night,0.5171074295271159
6694,canned foods,premium,8.49,3,25.47,debit card,0.86,-1.3957432432432433,-1.17,-30.92,34.31,11.595263562025469,134.45013707283556,1,no,18,night,0.5136133693239661
6695,canned foods,non-member,8.49,2,16.98,e-wallet,0.86,-1.3957432432432433,-1.17,-30.92,34.31,11.595263562025469,134.45013707283556,1,no,18,night,0.5073019475317501
6696,packaged foods,non-member,6.19,1,6.19,credit card,0.79,-1.3957432432432433,-1.17,-30.92,34.31,11.595263562025469,134.45013707283556,1,no,18,night,0.5033354705830417
6697,packaged foods,standard,3.49,1,3.49,e-wallet,0.61,-1.3957432432432433,-1.17,-30.92,34.31,11.595263562025469,134.45013707283556,1,no,18,night,0.5154331642923669
6698,packaged foods,basic,4.99,1,4.99,credit card,0.66,-1.3957432432432433,-1.17,-30.92,34.31,11.595263562025469,134.45013707283556,1,no,18,night,0.5050647127840743
6699,packaged foods,basic,6.19,2,12.38,e-wallet,0.79,-1.3957432432432433,-1.17,-30.92,34.31,11.595263562025469,134.45013707283556,1,no,18,night,0.5136850866781092
6700,packaged foods,gold,2.99,3,8.97,e-wallet,0.38,-1.3957432432432433,-1.17,-30.92,34.31,11.595263562025469,134.45013707283556,1,no,18,night,0.5211654646892416
6701,packaged foods,gold,4.99,1,4.99,cash,0.66,-1.3957432432432433,-1.17,-30.92,34.31,11.595263562025469,134.45013707283556,1,no,18,night,0.5189920749050347
6702,packaged foods,basic,7.19,4,28.76,e-wallet,0.96,-1.3957432432432433,-1.17,-30.92,34.31,11.595263562025469,134.45013707283556,1,no,18,night,0.5136217582956647
6703,condiments and sauces,non-member,9.99,4,39.96,debit card,0.51,-1.3957432432432433,-1.17,-30.92,34.31,11.595263562025469,134.45013707283556,1,no,18,night,0.5045120404312369
6704,condiments and sauces,premium,8.19,4,32.76,cash,0.75,-1.3957432432432433,-1.17,-30.92,34.31,11.595263562025469,134.45013707283556,1,no,18,night,0.5109328403908053
6705,beverages,basic,12.49,3,37.47,debit card,0.96,-1.3957432432432433,-1.17,-30.92,34.31,11.595263562025469,134.45013707283556,1,no,18,night,0.5086394644744653
6706,beverages,premium,20.19,4,80.76,credit card,0.61,-1.3957432432432433,-1.17,-30.92,34.31,11.595263562025469,134.45013707283556,1,no,18,night,0.49877063968317054
6707,dairy,non-member,7.19,1,7.19,cash,0.3,-1.3957432432432433,-1.17,-30.92,34.31,11.595263562025469,134.45013707283556,1,no,18,night,0.5029602919842735
6708,dairy,non-member,7.19,1,7.19,e-wallet,0.81,-1.3957432432432433,-1.17,-30.92,34.31,11.595263562025469,134.45013707283556,1,no,18,night,0.5068516293848256
6709,dairy,basic,6.49,1,6.49,cash,0.2,-1.3957432432432433,-1.17,-30.92,34.31,11.595263562025469,134.45013707283556,1,no,18,night,0.5043246893585654
6710,dairy,basic,9.19,3,27.57,debit card,0.89,-1.3957432432432433,-1.17,-30.92,34.31,11.595263562025469,134.45013707283556,1,no,18,night,0.5067589786349396
6711,dairy,basic,7.19,3,21.57,e-wallet,0.3,-1.3957432432432433,-1.17,-30.92,34.31,11.595263562025469,134.45013707283556,1,no,18,night,0.5061665287838255
6712,dairy,gold,5.99,2,11.98,credit card,0.25,-1.3957432432432433,-1.17,-30.92,34.31,11.595263562025469,134.45013707283556,1,no,18,night,0.5042392114053982
6713,dairy,premium,7.19,3,21.57,debit card,0.3,-1.3957432432432433,-1.17,-30.92,34.31,11.595263562025469,134.45013707283556,1,no,18,night,0.5112016984134093
6714,cheese,basic,5.49,3,16.47,e-wallet,0.59,-1.3957432432432433,-1.17,-30.92,34.31,11.595263562025469,134.45013707283556,1,no,18,night,0.5043571886542927
6715,cheese,basic,5.49,3,16.47,credit card,0.75,-1.3957432432432433,-1.17,-30.92,34.31,11.595263562025469,134.45013707283556,1,no,18,night,0.4956589248349562
6716,meat,basic,14.99,4,59.96,credit card,0.55,-1.3957432432432433,-1.17,-30.92,34.31,11.595263562025469,134.45013707283556,1,no,18,night,0.491874393832549
6717,meat,basic,18.49,1,18.49,debit card,0.62,-1.3957432432432433,-1.17,-30.92,34.31,11.595263562025469,134.45013707283556,1,no,18,night,0.4954703936975081
6718,meat,premium,16.19,4,64.76,cash,0.13,-1.3957432432432433,-1.17,-30.92,34.31,11.595263562025469,134.45013707283556,1,no,18,night,0.5019617966521963
6719,seafood,gold,19.19,4,76.76,e-wallet,0.67,-1.3957432432432433,-1.17,-30.92,34.31,11.595263562025469,134.45013707283556,1,no,18,night,0.5061238895823057
6720,seafood,premium,18.49,2,36.98,e-wallet,0.32,-1.3957432432432433,-1.17,-30.92,34.31,11.595263562025469,134.45013707283556,1,no,18,night,0.5014375392075461
6721,seafood,basic,12.99,3,38.97,debit card,0.13,-1.3957432432432433,-1.17,-30.92,34.31,11.595263562025469,134.45013707283556,1,no,18,night,0.5008448997345271
6722,seafood,premium,20.49,4,81.96,credit card,0.65,-1.3957432432432433,-1.17,-30.92,34.31,11.595263562025469,134.45013707283556,1,no,18,night,0.4944194491038979
6723,baked goods,premium,8.99,3,26.97,debit card,0.35,-1.3957432432432433,-1.17,-30.92,34.31,11.595263562025469,134.45013707283556,1,no,18,night,0.5135768186692143
6724,baked goods,standard,6.49,2,12.98,e-wallet,0.01,-1.3957432432432433,-1.17,-30.92,34.31,11.595263562025469,134.45013707283556,1,no,18,night,0.5089807175789245
6725,baked goods,basic,9.99,1,9.99,credit card,0.64,-1.3957432432432433,-1.17,-30.92,34.31,11.595263562025469,134.45013707283556,1,no,18,night,0.4988680999247451
6726,baked goods,premium,10.19,2,20.38,credit card,0.49,-1.3957432432432433,-1.17,-30.92,34.31,11.595263562025469,134.45013707283556,1,no,18,night,0.5036227896498823
6727,baked goods,standard,6.99,2,13.98,credit card,0.93,-1.3957432432432433,-1.17,-30.92,34.31,11.595263562025469,134.45013707283556,1,no,18,night,0.5027037506750631
6728,baked goods,gold,10.49,1,10.49,cash,0.74,-1.3957432432432433,-1.17,-30.92,34.31,11.595263562025469,134.45013707283556,1,no,18,night,0.5126930943789736
6729,baked goods,non-member,9.99,3,29.97,credit card,0.64,-1.3957432432432433,-1.17,-30.92,34.31,11.595263562025469,134.45013707283556,1,no,18,night,0.4985005967573188
6730,baked goods,non-member,9.99,1,9.99,e-wallet,0.64,-1.3957432432432433,-1.17,-30.92,34.31,11.595263562025469,134.45013707283556,1,no,18,night,0.5070952158460961
6731,baked goods,non-member,7.99,3,23.97,e-wallet,0.38,-1.3957432432432433,-1.17,-30.92,34.31,11.595263562025469,134.45013707283556,1,no,18,night,0.508342193912329
6732,baked goods,standard,8.49,3,25.47,e-wallet,0.15,-1.3957432432432433,-1.17,-30.92,34.31,11.595263562025469,134.45013707283556,1,no,18,night,0.50799700793938
6733,baking,non-member,2.19,2,4.38,debit card,0.22,-1.3957432432432433,-1.17,-30.92,34.31,11.595263562025469,134.45013707283556,1,no,18,night,0.5142810146982938
6734,baking,standard,7.99,1,7.99,credit card,0.07,-1.3957432432432433,-1.17,-30.92,34.31,11.595263562025469,134.45013707283556,1,no,18,night,0.5002923673325442
6735,baking,standard,8.19,3,24.57,cash,0.17,-1.3957432432432433,-1.17,-30.92,34.31,11.595263562025469,134.45013707283556,1,no,18,night,0.5081472655200001
6736,baking,standard,6.99,1,6.99,credit card,0.14,-1.3957432432432433,-1.17,-30.92,34.31,11.595263562025469,134.45013707283556,1,no,18,night,0.5015095145688985
6737,baking,standard,7.49,4,29.96,cash,0.13,-1.3957432432432433,-1.17,-30.92,34.31,11.595263562025469,134.45013707283556,1,no,18,night,0.5086360804278608
6738,baking,non-member,8.19,2,16.38,e-wallet,0.17,-1.3957432432432433,-1.17,-30.92,34.31,11.595263562025469,134.45013707283556,1,no,18,night,0.5090536266561372
6739,baking,gold,7.19,2,14.38,debit card,0.96,-1.3957432432432433,-1.17,-30.92,34.31,11.595263562025469,134.45013707283556,1,no,18,night,0.5204504721780122
6740,baking,standard,2.49,4,9.96,debit card,0.54,-1.3957432432432433,-1.17,-30.92,34.31,11.595263562025469,134.45013707283556,1,no,18,night,0.5153578459845154
6741,snacks,non-member,1.19,3,3.57,debit card,0.59,-1.3957432432432433,-1.17,-30.92,34.31,11.595263562025469,134.45013707283556,1,no,18,night,0.5141226423870878
6742,snacks,premium,1.99,1,1.99,e-wallet,0.76,-1.3957432432432433,-1.17,-30.92,34.31,11.595263562025469,134.45013707283556,1,no,18,night,0.5213227110815534
6743,snacks,non-member,2.99,1,2.99,credit card,0.98,-1.3957432432432433,-1.17,-30.92,34.31,11.595263562025469,134.45013707283556,1,no,18,night,0.5056869353535882
6744,snacks,basic,0.19,4,0.76,e-wallet,0.37,-1.3957432432432433,-1.17,-30.92,34.31,11.595263562025469,134.45013707283556,1,no,18,night,0.5146232667698085
6745,snacks,standard,1.99,4,7.96,credit card,0.76,-1.3957432432432433,-1.17,-30.92,34.31,11.595263562025469,134.45013707283556,1,no,18,night,0.5054226434847451
6746,baby products,basic,12.19,2,24.38,e-wallet,0.47,-1.3957432432432433,-1.17,-30.92,34.31,11.595263562025469,134.45013707283556,1,no,18,night,0.5046535415639124
6747,baby products,standard,15.99,3,47.97,e-wallet,0.66,-1.3957432432432433,-1.17,-30.92,34.31,11.595263562025469,134.45013707283556,1,no,18,night,0.5028737946494845
6748,baby products,non-member,10.19,2,20.38,debit card,0.18,-1.3957432432432433,-1.17,-30.92,34.31,11.595263562025469,134.45013707283556,1,no,18,night,0.5041073039910732
6749,pets,gold,9.49,4,37.96,cash,0.43,-1.3957432432432433,-1.17,-30.92,34.31,11.595263562025469,134.45013707283556,1,no,18,night,0.5105887230676299
6750,pets,premium,8.99,3,26.97,cash,0.47,-1.3957432432432433,-1.17,-30.92,34.31,11.595263562025469,134.45013707283556,1,no,18,night,0.5093439411105841
6751,personal care,basic,6.99,1,6.99,debit card,0.68,-1.3957432432432433,-1.17,-30.92,34.31,11.595263562025469,134.45013707283556,1,no,18,night,0.5119744129727817
6752,personal care,gold,9.99,2,19.98,debit card,0.16,-1.3957432432432433,-1.17,-30.92,34.31,11.595263562025469,134.45013707283556,1,no,18,night,0.5141205229882065
6753,medicine,gold,11.49,1,11.49,e-wallet,0.69,-1.3957432432432433,-1.17,-30.92,34.31,11.595263562025469,134.45013707283556,1,no,18,night,0.5138869407700977
6754,medicine,standard,12.99,2,25.98,e-wallet,0.55,-1.3957432432432433,-1.17,-30.92,34.31,11.595263562025469,134.45013707283556,1,no,18,night,0.5057926213345074
6755,medicine,non-member,14.99,2,29.98,e-wallet,0.49,-1.3957432432432433,-1.17,-30.92,34.31,11.595263562025469,134.45013707283556,1,no,18,night,0.5029570063235962
6756,medicine,non-member,19.99,2,39.98,credit card,0.06,-1.3957432432432433,-1.17,-30.92,34.31,11.595263562025469,134.45013707283556,1,no,18,night,0.487761883938001
6757,medicine,non-member,21.99,3,65.97,debit card,0.5,-1.3957432432432433,-1.17,-30.92,34.31,11.595263562025469,134.45013707283556,1,no,18,night,0.4984194892219695
6758,kitchen,basic,10.49,1,10.49,e-wallet,0.2,-1.3957432432432433,-1.17,-30.92,34.31,11.595263562025469,134.45013707283556,1,no,18,night,0.5041744823064159
6759,kitchen,basic,16.19,4,64.76,debit card,0.52,-1.3957432432432433,-1.17,-30.92,34.31,11.595263562025469,134.45013707283556,1,no,18,night,0.5027049237358123
6760,kitchen,standard,16.19,3,48.57000000000001,debit card,0.52,-1.3957432432432433,-1.17,-30.92,34.31,11.595263562025469,134.45013707283556,1,no,18,night,0.501572734798589
6761,kitchen,basic,18.19,3,54.57000000000001,cash,0.95,-1.3957432432432433,-1.17,-30.92,34.31,11.595263562025469,134.45013707283556,1,no,18,night,0.49996362844988657
6762,kitchen,premium,15.49,1,15.49,e-wallet,0.62,-1.3957432432432433,-1.17,-30.92,34.31,11.595263562025469,134.45013707283556,1,no,18,night,0.5061127214475962
6763,cleaning products,standard,9.49,2,18.98,cash,0.89,-1.3957432432432433,-1.17,-30.92,34.31,11.595263562025469,134.45013707283556,1,no,18,night,0.5140487248176455
6764,fruit,gold,3.99,4,15.96,e-wallet,0.03,0.6420833333333335,-1.365,-30.95,34.81,11.960095927679808,143.04389459930312,5,yes,18,night,0.4854128297350707
6765,fruit,premium,0.49,4,1.96,e-wallet,0.59,0.6420833333333335,-1.365,-30.95,34.81,11.960095927679808,143.04389459930312,5,yes,18,night,0.48835608598704533
6766,fruit,non-member,1.49,3,4.47,debit card,0.08,0.6420833333333335,-1.365,-30.95,34.81,11.960095927679808,143.04389459930312,5,yes,18,night,0.4799521452715313
